reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A22UY1UYTDIPX9,B00BWBHIUG,Ashley Howe,"[0, 0]",Creative time dump to enjoy. I thought was fun and I'm glad it was free.  It's I never ending game,5.0,fun,1393977600.0,"03 5, 2014"
A290MFL9TRP7X5,B009OGHX4M,"M. Joy Williams-Garcia ""Joy Williams-Garcia""","[0, 0]","The &#34;Sweet Junior's Plush Leopard Kimono&#34; robe exceeded expectations. It fit perfectly, is made of ultra soft material, and is warm and plush.",5.0,Excellent Purchase,1391558400.0,"02 5, 2014"
A3AY3EV2MFRFGG,1903047374,"Chadwick H. Saxelid ""Bookworm""","[3, 3]","This Pocket Essentials entry looks at the career of John Carpenter, following him from his impressive debut with Dark Star all the way to Ghosts of Mars (which is only mentioned as a nearly finished production).  With very little written about the man out there, this book should be considered essential for any Carpenter fan.  The autuer argument is solidly made and hard to disagree with.  The pluses/minuses criticism of each film is mostly fair, although a tad overboard in the enthusiasm department - but who can blame them.  This is Carpenter they are talking about!  As far as I am concerned, the man can still deliver a solid retro b-movie.  Recommended, but it might leave you wishing for an even more in depth and photo illustrated Carpenter film study to read.",4.0,A solid look at a great genre talent.,1070668800.0,"12 6, 2003"
A3BSRT55JM9251,0345391829,Markus,"[4, 10]","I give Douglas Adams only 2 stars for this effort, and I'll tell you why:Of course we are immediately reminded of our heros Arthur Dent, Ford Prefect, Zaphod Beeblebrox, Trilian, and Marvin, the depressed robot - which is cool, but there's no luster surrounding them in this book.  I have yet another 20 pages to go with this one, but I'm not expecting anything grand to happen.  The lack of effort or failure to create even more abstract views is painfully obvious here.  Honestly, I've done nothing but glaze over the pages, and not a single word has caught my eye for more than a millisecond.  The only saving grace of this book is where Ford jumps in and out of a gin and tonic - but other than that, this book is a complete bore!  The only reason I continue is for clues I might need for the next book in the series, which I allready own.I'm hoping this next one ain't this bad.  The reason Douglas got 2 stars is just praise for the first 2 books, which I can't see myself reviewing anytime soon.",2.0,"No people, your wrong!",976060800.0,"12 6, 2000"
A14PP3HEPCWVS8,0757302351,"S. Keay ""professional dieter""","[0, 2]",Everything about this transaction was excellent.  The book arrived quickly and was in excellent condition!!,5.0,Excellent,1265328000.0,"02 5, 2010"
A27DNO3EI9ROV2,0765362430,"Cheryl Chapin ""gramma cc""","[0, 0]","I read this the first time with my teen son and found myself unable to put the books down.  I have since read the series again and find it to be the kind of work you want to re-read, not unlike the Lord of the Rings Trilogy.",5.0,Classic Sci-Fi for All Ages,1312848000.0,"08 9, 2011"
A3I65G6RQV4EAP,1460995457,Liam Morris,"[0, 0]",This is a fairly well written juvenile novel though the Christian mythos is limiting.Charachters are well developed and believable.,3.0,OK juvie novel.,1353542400.0,"11 22, 2012"
A3N7V0PSS4N2XJ,B000BM6DIA,"J. Farmer ""madman""","[0, 0]",This product was delivered very quickly. Just what I expected and a great product. This is my second pair the first of which lasted a very long time even when used outdoors getting firewood etc.. Everybody needs their acorns.,5.0,Great Product,1261785600.0,"12 26, 2009"
A2XNFHCWCTYANV,B000TCZRKW,"S. Thies ""Sharon RT""","[0, 1]",Our old coffeemaker used paper filters.  They were messy and inconvenient to store.  This permanent filter is easy clean and stores right in the coffeemaker itself. Super!,5.0,Fresh tasting coffee,1226361600.0,"11 11, 2008"
AA1LCGHSOGB1L,B0036Z0NW6,enjoying life,"[0, 0]",i use it a lot and it is very easy to use. Save time and buy the quick reference giude it is a time saver and help the learning curve,4.0,best business program,1355702400.0,"12 17, 2012"
A2CMLVPLGX9XW3,B009EZ6FCO,Niraj,"[0, 0]",It's awesome for baby girl!!,5.0,Love it!!,1404604800.0,"07 6, 2014"
A177T9JIDCWV4E,B00DS7FN40,Rebecca,"[0, 0]",It was a very cute case. It does slightly resemble the one in the photo. But It was cheaply made. The plastic holder that holds the phone was falling off. And also the slits for the card holders were sealed shut. You might need super glue and a knife and it can be an easy fix. And also try to keep out of any purses or bags the paint does wear off.,3.0,Not the greatest.,1381881600.0,"10 16, 2013"
A3F2QB3FFK296S,B000EXS4BU,old game addict,"[12, 12]","i remember playing games like ""reach for the stars"" and ""masters of orion"". the game play is just as good and better, with more extensive technologies and diplomacy involved. graphics are outdated;however thats not what this game is about. i highly recommend this game if your looking for a 4x game. you won't be disappointed.",4.0,old time 4x with some new twists,1163030400.0,"11 9, 2006"
A273ZETGEMAEDJ,B00004TH6I,brandon,"[0, 1]","nelly is off the hook with all his dogz on tha album like city spud, the teamsters, and st. lunatics.  He tears up the mic on almost every song!  he represents the st. louis good.  The best songs are st. louis, country  grammar, ride wit me, neverlet em c u sweat, E.I., and wrapp sumden.  Anywayz this album is really good, you need to pick this album up.  Itz  TIGHT!",5.0,this album is TIGHT,962236800.0,"06 29, 2000"
ARIDDH7AGFNG5,B001W7WJVI,Debbie A. Dixon,"[0, 0]",Really is indestructible. It comes apart also so you can take the handle off and hook it to an outside post. I also hook the my keys to the carabiner everyday when we walk.,5.0,Great leash!,1399420800.0,"05 7, 2014"
AE74KIOOBH7XK,B002OOWB3O,Amazon Customer,"[0, 0]","I actually like the concept of Trackball. It definitely make my wrist much better for longer term using. However, I must complain about the accuracy of this particular device. In terms of cursor accuracy, I think it's very hard to find the right balance between speed and accuracy. This bothers me extremely a lot when I am doing power point slides. I'm not a heavy power point user and I only draw very simple diagrams for power point. However, using this trackball make my drawing extremely difficult as this device seems to be way to sensitive even when the cursor moving speed is set to the slowest.Also, I like the wheel design when I was browsing websites, but again when I was editing point point slides, this wheel has too less threshold to trigger and always cause me to change my slides accidentally. I tried to find the official software to see if I can turn off the wheel or make it less sensitive. However, the software only allows me to change how many lines you want to advance when scrolling instead of the threshold of triggering the scrolling so it is useless to me.I will still keep this trackball as I use it for browsing purposes mainly. However, if you consider to use this trackball mainly for office work, you should avoid this product.",2.0,"Good for web browsing, but bad for using power point",1381276800.0,"10 9, 2013"
A1KADO8OSF98OO,B00754F84W,Chris,"[0, 0]","This shirt is great. It's soft, roomy and bubblicious! It's great for lounging, working out or sleeping in. And Mr. Bubble is there smiling at you the whole time. It's a fun and unique t-shirt.",5.0,A perfect blast from the past!,1359072000.0,"01 25, 2013"
A15HJ81HI8Y7BU,B007W3218M,joshua arlando kawaii,"[0, 0]",Heard alot of people talking about how strong no dos is and about how they had to take it out of stores. One pill does nothing had to take 2 or 3 to keep me up for 6 hours.,2.0,Disappointed,1396396800.0,"04 2, 2014"
A484ZM9M5HKVU,B000BKBJGI,"Steve Winn ""srwinn""","[1, 1]","Great Cordless Blower for small jobs like blowing leafs off the deck and out door furniture and garage. I have both types of blowers now and except for the heavy jobs like moving large piles of debris, ie street curb/yard, it's great not having to draging out the electric cord. It's a bit noisey like a bigger blower, but the battery last a good while, I have yet to run it long enough to drain it. Overall I use it often and love it.",5.0,Great Cordless Blower,1178928000.0,"05 12, 2007"
